game_id,family,role,arm,rating_delta,rating_reward,context
d4330bcb-4c71-4aa2-a814-43d9b9af9832,negotiation,buyer,v25_heuristic,0.86,0.553544,"[""buyer"",""hidden"",0]"
4292f7c3-8f3c-4794-bf75-845584796746,negotiation,seller,v25_heuristic,6.84,0.846836,"[""seller"",""full"",0]"
b66fcc68-79ab-4286-8bef-c28afb4d473c,negotiation,buyer,v25_heuristic,0.85,0.552926,"[""buyer"",""hidden"",0]"
d6706693-9009-4c1b-9c33-5aafd6278d12,negotiation,seller,v25_heuristic,5.95,0.815703,"[""seller"",""full"",1]"
5a2983d8-21a8-4f8c-96dd-8af0734e19dd,negotiation,seller,v25_heuristic,-3.35,0.302062,"[""seller"",""full"",0]"
5f0a9cbd-1832-47dd-8256-3949a8e8d475,negotiation,buyer,v25_heuristic,0.84,0.552308,"[""buyer"",""hidden"",0]"
2fe0ed5a-a653-4ac2-a7c2-a05b76efdacb,negotiation,buyer,v25_heuristic,2.99,0.678634,"[""buyer"",""hidden"",0]"
06ed055f-e8a4-4ee3-8939-72070078c7dd,negotiation,seller,v25_heuristic,0.77,0.547977,"[""seller"",""hidden"",0]"
da093ca3-b7d4-4ced-a0c6-ebb08d1bba8f,negotiation,seller,v25_heuristic,-5.52,0.201009,"[""seller"",""hidden"",0]"
576e1867-522a-4986-b831-198c92d039a5,negotiation,seller,v25_heuristic,2.95,0.676449,"[""seller"",""hidden"",0]"
b5df474d-9ba8-4aad-8340-7c3c364bf810,negotiation,buyer,v25_heuristic,0.84,0.552308,"[""buyer"",""hidden"",0]"
23e282f4-f5bf-4878-aadd-864721a63b92,negotiation,seller,v25_heuristic,-3.9,0.273885,"[""seller"",""hidden"",0]"
ebf82abb-ab3a-48cb-b252-71b28f3c39e3,negotiation,buyer,v25_heuristic,-4.0,0.268941,"[""buyer"",""hidden"",0]"
8b66eb00-243b-452c-8723-bdd622590072,negotiation,buyer,v25_heuristic,-4.76,0.233259,"[""buyer"",""full"",0]"
3abf34d3-8c2b-4516-a222-baf8067560a6,negotiation,buyer,v25_heuristic,0.86,0.553544,"[""buyer"",""hidden"",0]"
feee28df-7c39-4257-93d3-ce9db8f32e79,negotiation,buyer,v25_heuristic,4.02,0.732041,"[""buyer"",""full"",0]"
75ac527a-9c42-4547-8262-56dfb4663174,negotiation,buyer,v25_heuristic,0.85,0.552926,"[""buyer"",""hidden"",0]"
fcb7092a-1334-47dc-b9e3-524f79e7a35c,negotiation,seller,v25_heuristic,6.49,0.83514,"[""seller"",""full"",0]"
c271bdd8-11c6-40a6-93de-1906694c5ceb,negotiation,seller,v25_heuristic,2.1,0.628316,"[""seller"",""hidden"",1]"
bfd2288d-5997-40c1-a8bc-4f8dcb4d8209,negotiation,seller,v25_heuristic,3.74,0.718089,"[""seller"",""hidden"",0]"
76f987ce-1c10-47a7-84f9-63d1177902df,negotiation,seller,v25_heuristic,0.72,0.544879,"[""seller"",""hidden"",1]"
cdd46b05-387e-40b6-ac81-a69585804caf,negotiation,buyer,v25_heuristic,-3.38,0.300483,"[""buyer"",""full"",0]"
8f796e79-7305-4956-940b-fb3251383608,negotiation,buyer,v25_heuristic,7.84,0.876533,"[""buyer"",""hidden"",0]"
e3e25d25-2eec-4d35-ae2a-6193146ccba2,negotiation,seller,v25_heuristic,-3.97,0.270419,"[""seller"",""full"",0]"
84eca006-49a3-4520-8c2e-7df8644fbc93,negotiation,seller,v25_heuristic,3.24,0.69211,"[""seller"",""hidden"",0]"
024ad72c-0ecd-431f-857a-f0f8e07f76a0,negotiation,buyer,v25_heuristic,6.75,0.843895,"[""buyer"",""hidden"",0]"
5db20cd7-f6da-4b03-9fff-f5f66d4c7b78,negotiation,buyer,v25_heuristic,-3.29,0.305233,"[""buyer"",""hidden"",1]"
8d1a4d22-9037-43f4-8cb6-1234af255819,negotiation,buyer,v25_heuristic,7.87,0.877342,"[""buyer"",""full"",0]"
f45525e0-a6d7-4ca1-bbbc-1fc64661920c,negotiation,seller,v25_heuristic,0.8,0.549834,"[""seller"",""hidden"",0]"
455649de-b91f-4834-8e7f-e550c5637137,negotiation,seller,v25_heuristic,-6.23,0.174006,"[""seller"",""hidden"",1]"
dd9e8e1b-0d4b-44bb-8d71-b77fc074be45,negotiation,seller,v25_heuristic,1.51,0.59327,"[""seller"",""hidden"",0]"
1962de70-faf0-4f52-9118-0600e53b5f25,negotiation,seller,v25_heuristic,-0.09,0.494375,"[""seller"",""hidden"",0]"
9557b18f-1654-44f5-a084-94eed284083c,negotiation,buyer,v25_heuristic,0.8,0.549834,"[""buyer"",""hidden"",1]"
973ccaea-652e-4aed-bf17-95f272263257,negotiation,buyer,v25_heuristic,-5.83,0.18885,"[""buyer"",""hidden"",0]"
8f27ddb6-8cb6-4f1d-b8df-f3e9cfec823c,negotiation,buyer,v25_heuristic,3.36,0.698465,"[""buyer"",""hidden"",1]"
55ab4b01-d432-42f0-84c3-80cfd4426cef,negotiation,buyer,v25_heuristic,-4.0,0.268941,"[""buyer"",""full"",1]"
efc45b32-26d0-49d8-b7ea-d46210265015,negotiation,buyer,v25_heuristic,-5.92,0.185427,"[""buyer"",""hidden"",1]"
