"game_id","family","role","arm","rating_delta","rating_reward","context"
"28f08204-9c80-46b5-8b43-f0396b1acaa3","bargaining","player_2","v27_context_repair","-3.58","0.290079","[""player_2"",""full"",0,1]"
"23ca0314-99c9-4f86-a9bd-7711437d25dd","bargaining","player_1","v27_context_repair","8.03","0.881582","[""player_1"",""full"",0,1]"
"6e8e25fd-c534-4011-82d7-136342c3ddf9","bargaining","player_2","v27_context_repair","-2.52","0.347511","[""player_2"",""hidden"",0,1]"
"2d524932-2ced-4b53-a6a0-8477c6d07158","bargaining","player_2","v27_context_repair","6.32","0.829205","[""player_2"",""hidden"",2,1]"
"4a7dce41-f440-41d1-9146-f4a960fd7161","bargaining","player_2","v27_context_repair","-5.81","0.189617","[""player_2"",""hidden"",0,1]"
"13558cf5-4b95-48e9-a9eb-9e5d07563e72","bargaining","player_2","v27_context_repair","4.07","0.734485","[""player_2"",""hidden"",0,1]"
"839217a1-3b31-4f35-bd5a-f398a0f9b4ac","bargaining","player_2","v27_context_repair","-5.02","0.221836","[""player_2"",""hidden"",2,3]"
"68482d18-3562-4743-9f15-b1ef79c5d021","bargaining","player_1","v27_context_repair","7.7","0.872695","[""player_1"",""hidden"",2,1]"
"f29b89b2-6bb0-4263-9c65-eadbfca074a5","bargaining","player_2","v27_context_repair","-2.42","0.353201","[""player_2"",""hidden"",2,2]"
"a4420e1b-e9a4-402f-90b0-62876071aca9","bargaining","player_2","v27_context_repair","7.09","0.854768","[""player_2"",""hidden"",0,3]"
"82cf0cf2-9c1f-44df-a183-1389b5052ccd","bargaining","player_2","v27_context_repair","-4.61","0.240033","[""player_2"",""full"",2,1]"
"3999b035-a7f1-4679-aed0-e2b26e204a69","bargaining","player_1","v27_context_repair","8.11","0.883654","[""player_1"",""full"",2,1]"
"b2a4c6ee-1237-4f5f-bd87-c7110ca189c4","bargaining","player_2","v27_context_repair","-1.93","0.381662","[""player_2"",""hidden"",0,1]"
"1ae6ff17-0337-4261-8dcd-c9db633d043a","bargaining","player_1","v27_context_repair","7.72","0.873249","[""player_1"",""full"",0,2]"
"dcc64ba7-de5c-4829-94ca-4e67f84c536f","bargaining","player_1","v27_context_repair","1.14","0.570772","[""player_1"",""hidden"",2,1]"
"09761ddb-04bb-463b-b219-af3940521d1b","bargaining","player_1","v27_context_repair","-3.8","0.278885","[""player_1"",""hidden"",2,2]"
"a9271854-eec4-4ce0-b919-dc364a578563","bargaining","player_2","v27_context_repair","-5.15","0.216276","[""player_2"",""full"",0,3]"
"eb49b5ff-772f-440d-a505-4beca9464b91","bargaining","player_1","v27_context_repair","-5.4","0.20587","[""player_1"",""full"",2,1]"
"58e02355-b8ef-4372-9523-778cf0f76730","bargaining","player_2","v27_context_repair","-3.75","0.281406","[""player_2"",""full"",0,1]"
"b2cb5fc8-a611-4386-adb8-6ec553e2b614","bargaining","player_1","v27_context_repair","0.6","0.53743","[""player_1"",""hidden"",0,2]"
"6736d711-3539-45f8-9e1d-5ff595345582","bargaining","player_2","v27_context_repair","-0.68","0.457602","[""player_2"",""hidden"",0,1]"
"b9c3c41e-25cb-4cae-991f-c69834bf4dc5","bargaining","player_2","v27_context_repair","2.16","0.631812","[""player_2"",""hidden"",0,2]"
"858ac066-0224-43d4-9842-4e8ceefe43db","bargaining","player_2","v27_context_repair","-3.24","0.30789","[""player_2"",""hidden"",2,1]"
"67b65146-bf14-4b24-9323-b30781fd26ea","bargaining","player_1","v27_context_repair","-2.78","0.332922","[""player_1"",""full"",0,2]"
"d52ee0bd-11bb-4351-a6a5-0d918b311369","negotiation","buyer","v27_context_repair","3.29","0.694767","[""buyer"",""hidden"",1]"
"62ca2c8b-0f09-4255-b410-fabb4829b28b","negotiation","seller","v27_context_repair","1.32","0.581759","[""seller"",""hidden"",0]"
"02d6daae-4028-4a82-9480-8f00ecf5839c","negotiation","buyer","v27_context_repair","3.25","0.692642","[""buyer"",""hidden"",0]"
"664ca46a-f28f-4baf-b6ee-0610a4c97772","negotiation","seller","v27_context_repair","0.71","0.544259","[""seller"",""hidden"",0]"
"3f898086-1ad8-45df-8c08-c0ec931be6c9","negotiation","seller","v27_context_repair","0.27","0.516869","[""seller"",""hidden"",0]"
"740ef713-6ad0-4b50-b344-bbc686194c95","negotiation","buyer","v27_context_repair","-3.26","0.306826","[""buyer"",""full"",0]"
"a7fadcc1-0b28-46b3-be18-94b3c1ce7df0","negotiation","seller","v27_context_repair","6.81","0.845861","[""seller"",""full"",1]"
"2826949b-cdfa-4589-9af8-0114a856831f","negotiation","buyer","v27_context_repair","2.82","0.669295","[""buyer"",""hidden"",0]"
"cd3eea52-331f-4f58-a5de-a5fb527fd090","negotiation","seller","v27_context_repair","5.48","0.79738","[""seller"",""hidden"",0]"
"f81c8c9e-15c6-499f-838c-726bd4ac1e60","negotiation","seller","v27_context_repair","0.48","0.529964","[""seller"",""hidden"",0]"
"821f04d7-5289-45a2-8a2d-1973762bff57","negotiation","seller","v27_context_repair","2.21","0.634715","[""seller"",""hidden"",0]"
"fb879c70-3cb7-4240-83f2-fee208f6bcc3","negotiation","seller","v27_context_repair","0.68","0.542398","[""seller"",""hidden"",0]"
"47c2595a-e3c3-4669-8eda-618abd3dd3fd","negotiation","buyer","v27_context_repair","-4.25","0.256832","[""buyer"",""full"",1]"
"f35ad88e-f443-4073-abc9-313b449240a6","negotiation","seller","v27_context_repair","-2.51","0.348078","[""seller"",""hidden"",0]"
"f9bebfd6-b20a-49e2-8032-2bda04f41853","negotiation","buyer","v27_context_repair","0.69","0.543018","[""buyer"",""hidden"",0]"
"e68c7beb-2ad4-49db-9caa-cb607c14b24a","negotiation","seller","v27_context_repair","0.69","0.543018","[""seller"",""hidden"",0]"
"c68efa7d-b6cb-4680-93af-62992f237f4c","negotiation","seller","v27_context_repair","8.17","0.885188","[""seller"",""hidden"",0]"
"19744615-cbb2-4e79-8c6a-1cb04a5762b5","negotiation","buyer","v27_context_repair","2.73","0.664296","[""buyer"",""hidden"",1]"
"32c0cfdb-ad9e-4801-b822-64c553b80048","negotiation","seller","v27_context_repair","2.79","0.667633","[""seller"",""hidden"",1]"
"64eb545d-6e2e-42a6-bcc6-8b2298cc0b3f","negotiation","buyer","v27_context_repair","3.32","0.696355","[""buyer"",""hidden"",0]"
"b6d3f279-a8f5-4520-8e91-b5e2aee06b78","negotiation","seller","v27_context_repair","0.65","0.540536","[""seller"",""hidden"",0]"
"9ccf42a3-d976-4770-97ef-81fa8fe6603c","negotiation","seller","v27_context_repair","2.67","0.660943","[""seller"",""hidden"",1]"
"9c873cc3-e908-45cd-ad2d-4f0ef688c0a9","negotiation","buyer","v27_context_repair","-3.84","0.276878","[""buyer"",""hidden"",0]"
"9901de7e-4a81-4a6e-8e60-7d580760d89e","negotiation","buyer","v27_context_repair","-5.3","0.209988","[""buyer"",""full"",0]"
"553ab2d4-2afa-4b83-af10-ad174257e189","negotiation","seller","v27_context_repair","7.28","0.860566","[""seller"",""hidden"",0]"
"9a51ea2b-25e1-4080-9c75-fee8d0592ef8","negotiation","buyer","v27_context_repair","-3.67","0.285468","[""buyer"",""full"",0]"
"ed1f7e1b-f745-4d24-925c-18e2e0db2e83","negotiation","seller","v27_context_repair","-6.13","0.177628","[""seller"",""hidden"",1]"
"037dc22b-7bb3-4078-acef-d7f4a578bf9e","negotiation","seller","v27_context_repair","8.15","0.884678","[""seller"",""hidden"",0]"
"bccd7bd9-a280-4e62-9821-1ec366c52aa4","negotiation","seller","v27_context_repair","2.29","0.63934","[""seller"",""hidden"",0]"
"00fcac66-d1ec-4977-907f-d0ce87826e20","negotiation","seller","v27_context_repair","6.27","0.827427","[""seller"",""full"",0]"
"14496934-b176-4067-8bac-dbe9c20e3190","negotiation","buyer","v27_context_repair","-4.36","0.251618","[""buyer"",""hidden"",0]"
"77ba5592-ff95-4b95-962e-e421f64abf21","negotiation","seller","v27_context_repair","6.47","0.83445","[""seller"",""full"",0]"
"f67615fb-3bc0-4cb7-8586-2874d031affb","negotiation","buyer","v27_context_repair","-4.7","0.235952","[""buyer"",""full"",0]"
"5167229a-b2c2-4fba-9d46-1345cfa8df74","negotiation","seller","v27_context_repair","-6.44","0.166589","[""seller"",""hidden"",1]"
"4e1aabc8-e130-4751-ae34-b3a3b9d1d447","negotiation","seller","v27_context_repair","-0.81","0.449547","[""seller"",""full"",0]"
"bed5bed0-e109-40f8-a64b-81f565c3713e","negotiation","buyer","v27_context_repair","2.92","0.674805","[""buyer"",""hidden"",0]"
"3ba9e736-faa1-41c6-a7a3-dfea552298a9","negotiation","seller","v27_context_repair","0.11","0.506875","[""seller"",""hidden"",1]"
"a5747afa-c37f-43af-ac63-f49e26fef560","negotiation","buyer","v27_context_repair","0.65","0.540536","[""buyer"",""hidden"",0]"
"73bf55d7-33fc-4b18-838a-9b18ed039078","negotiation","seller","v27_context_repair","1.44","0.58904","[""seller"",""hidden"",0]"
"4139d680-e187-4e41-8a7e-619b85727394","negotiation","buyer","v27_context_repair","0.65","0.540536","[""buyer"",""hidden"",0]"
"e29a7a7e-044c-4ba8-a924-cc288d9bc35d","negotiation","seller","v27_context_repair","1.71","0.605277","[""seller"",""hidden"",1]"
"90d82885-9bac-4734-96ef-3dfb036a0ccf","negotiation","seller","v27_context_repair","1.01","0.562792","[""seller"",""hidden"",0]"
"91dbd40f-1f93-437c-be42-4df0b394cb74","negotiation","buyer","v27_context_repair","0.64","0.539915","[""buyer"",""hidden"",1]"
"8d7800c1-cd0c-4000-83dc-05c5c6d70437","negotiation","buyer","v27_context_repair","2.32","0.641067","[""buyer"",""hidden"",1]"
"75c925b5-d8e3-4565-a603-d905393702f3","negotiation","buyer","v27_context_repair","-5.93","0.18505","[""buyer"",""hidden"",0]"
"2349d0c6-c868-4040-bbf1-3d3995327ab1","negotiation","seller","v27_context_repair","-5.01","0.222268","[""seller"",""full"",0]"
"d0eada4e-5680-43e3-af49-f943ccababea","negotiation","seller","v27_context_repair","6.48","0.834795","[""seller"",""full"",0]"
"5f2d92e2-4772-4b91-9c24-e8b2db63c3d4","negotiation","seller","v27_context_repair","2.26","0.637609","[""seller"",""hidden"",0]"
"21337304-a80d-4689-bdf7-bcb89deac58f","negotiation","seller","v27_context_repair","4.7","0.764048","[""seller"",""hidden"",0]"
"f82d7543-ccee-45ea-928e-619c7a375562","negotiation","seller","v27_context_repair","2.75","0.665411","[""seller"",""hidden"",0]"
"18c847df-7069-4d14-a426-a400eb1c53d3","negotiation","buyer","v27_context_repair","7.83","0.876262","[""buyer"",""full"",0]"
"317c27f1-46b8-40ea-ac1c-b5fdd67ea5af","negotiation","buyer","v27_context_repair","-3.3","0.304703","[""buyer"",""hidden"",0]"
"e9a59a29-661e-46e2-bb8e-95d6525af913","negotiation","seller","v27_context_repair","4.17","0.739332","[""seller"",""hidden"",0]"
"b15651f8-30cd-463b-9297-17a1b06fb47f","negotiation","buyer","v27_context_repair","-3.81","0.278382","[""buyer"",""hidden"",0]"
"fb73952c-c309-4dff-8fad-53388d6d706e","negotiation","seller","v27_context_repair","5.28","0.789182","[""seller"",""full"",0]"
"15b47d79-e69b-4b2b-a3fd-2bef00a6a146","negotiation","buyer","v27_context_repair","-3.82","0.27788","[""buyer"",""full"",0]"
"d06355dd-e385-4518-9f0e-528f57026ad9","negotiation","buyer","v27_context_repair","-5.53","0.200608","[""buyer"",""hidden"",0]"
"ba0dedfc-ed0e-498b-a422-cab4bb17d2c1","negotiation","buyer","v27_context_repair","-5.37","0.207099","[""buyer"",""full"",0]"
"687fa9ba-a013-4ac4-b0ee-4df1e1374df5","negotiation","buyer","v27_context_repair","-4.43","0.248337","[""buyer"",""full"",1]"
"c2054ceb-9832-4c28-bda3-4837a6adf47f","negotiation","seller","v27_context_repair","0.64","0.539915","[""seller"",""hidden"",0]"
"396dbdd8-c818-420b-a3be-656b4f2b229e","negotiation","seller","v27_context_repair","0.64","0.539915","[""seller"",""hidden"",0]"
"38a54688-aeb7-47f9-bb1f-45eaa78ae14e","negotiation","seller","v27_context_repair","2.82","0.669295","[""seller"",""hidden"",1]"
"2be389b3-560f-44bc-b8c8-a9b8791da9be","negotiation","seller","v27_context_repair","2.03","0.62422","[""seller"",""hidden"",1]"
"c0b6e030-b48c-40e8-868f-398006289e66","negotiation","buyer","v27_context_repair","-4.07","0.265515","[""buyer"",""full"",1]"
"29632b01-2d05-4449-9a0c-c9432c961939","negotiation","buyer","v27_context_repair","-6.17","0.176172","[""buyer"",""full"",0]"
"10e4e2ed-cdfa-4959-9698-fecca683a32e","negotiation","seller","v27_context_repair","1.79","0.610045","[""seller"",""hidden"",0]"
"711499fb-1de9-4572-b700-636bd79d1e73","negotiation","seller","v27_context_repair","-3.2","0.310026","[""seller"",""full"",0]"
"564fa49d-bf23-4c3d-9c51-6dea2c1d8d77","negotiation","buyer","v27_context_repair","-5.45","0.203834","[""buyer"",""hidden"",1]"
"83c2c87f-154c-4296-8e58-6054ac4b893e","persuasion","seller","v27_context_repair","-6.16","0.176535","[""seller"",""text"",""known"",2,1,0]"
"1f5403fb-87ba-4f86-b2b7-503ce2df1c16","persuasion","seller","v27_context_repair","-6.59","0.161447","[""seller"",""binary"",""known"",2,1,0]"
"166f79fa-ad79-44a1-ba2d-c88f221335d3","persuasion","buyer","v27_context_repair","3.96","0.729088","[""buyer"",""text"",""known"",2,1,0]"
"4341b50b-1f05-4c73-9e23-d78a528f33de","persuasion","seller","v27_context_repair","7.93","0.878947","[""seller"",""text"",""hidden"",2,1,2]"
"e7b9657d-d5a4-4f3d-bb2e-f504d6dd140d","persuasion","seller","v27_context_repair","-5.6","0.197816","[""seller"",""binary"",""known"",2,1,1]"
"e75edce3-3bf5-4a65-98c3-3e9be606539f","persuasion","buyer","v27_context_repair","6.85","0.84716","[""buyer"",""binary"",""known"",2,1,0]"
"3a6e4988-6046-480b-95cf-b2b9ab0cad82","persuasion","seller","v27_context_repair","-4.38","0.250678","[""seller"",""text"",""known"",2,2,1]"
"3e845f95-ef6a-4feb-ab10-8c2cbde9f2f1","persuasion","buyer","v27_context_repair","-0.06","0.49625","[""buyer"",""binary"",""known"",2,1,2]"
"a3371738-6a29-42e9-8021-e6834741df0d","persuasion","buyer","v27_context_repair","1.49","0.592063","[""buyer"",""text"",""known"",2,1,0]"
"4a3197f2-52ff-4168-ab1d-694ce8249f60","persuasion","seller","v27_context_repair","-3.99","0.269433","[""seller"",""binary"",""hidden"",2,1,2]"
"ac268756-8107-4d12-9405-6b91988b5e2f","persuasion","buyer","v27_context_repair","7.64","0.871019","[""buyer"",""binary"",""known"",2,2,0]"
"9c812c1e-94ff-4617-85e6-29a43e79348c","persuasion","buyer","v27_context_repair","2.17","0.632394","[""buyer"",""text"",""known"",2,1,2]"
"4eaca146-a10a-4709-bcb4-b8039ed25854","persuasion","seller","v27_context_repair","-0.57","0.464435","[""seller"",""text"",""hidden"",2,2,2]"
"182cbb0e-f9e0-4c92-a147-8680ce2e415f","persuasion","seller","v27_context_repair","-7.09","0.145232","[""seller"",""binary"",""hidden"",2,1,2]"
"f35dbbee-495b-4080-a0f0-ced0708627c4","persuasion","seller","v27_context_repair","3.4","0.700567","[""seller"",""text"",""hidden"",2,2,2]"
"4be187db-c1fa-41e0-96ce-c12804633b6a","persuasion","buyer","v27_context_repair","1.03","0.564022","[""buyer"",""text"",""known"",2,1,2]"
"71262870-8ae9-4bb4-97a8-3795b0cd874a","persuasion","buyer","v27_context_repair","3.41","0.701091","[""buyer"",""binary"",""known"",2,2,0]"
"569e46bf-1c4e-4949-97b9-c49a5bf51173","persuasion","seller","v27_context_repair","-5.1","0.218403","[""seller"",""binary"",""known"",2,2,2]"
"bd09f0ee-ffe2-4ef6-9091-136b148ac790","persuasion","seller","v27_context_repair","4.05","0.733509","[""seller"",""text"",""hidden"",2,2,2]"
"e8bdde6c-1ee6-43dc-9287-073b3207f5f0","persuasion","seller","v27_context_repair","6.82","0.846187","[""seller"",""text"",""hidden"",2,1,2]"
"863b04d1-a758-42c1-b4c8-e9e8dba72477","persuasion","seller","v27_context_repair","-4.92","0.226181","[""seller"",""text"",""hidden"",2,1,2]"
"20c4fa9a-08d0-4081-872a-9eb0a35f0bc0","persuasion","seller","v27_context_repair","-0.39","0.475644","[""seller"",""binary"",""known"",2,1,1]"
"82ef4846-0153-48ee-a9b2-fe15539ba817","persuasion","seller","v27_context_repair","-6.91","0.150908","[""seller"",""binary"",""known"",2,1,0]"
"ba6ca4f8-44c1-493c-bced-fd726798b438","persuasion","seller","v27_context_repair","7.0","0.851953","[""seller"",""binary"",""hidden"",2,1,2]"
"40a5d4d3-e37e-4c63-b2f1-01e2b539ce9a","persuasion","buyer","v27_context_repair","1.15","0.571384","[""buyer"",""text"",""known"",2,1,0]"
"285604b8-342b-40b4-8452-1a1e826d1c6d","persuasion","buyer","v27_context_repair","-6.66","0.159092","[""buyer"",""binary"",""known"",2,1,0]"
"3d3ebcde-659d-47b7-8803-0e85ed6b2ad4","persuasion","buyer","v27_context_repair","-2.78","0.332922","[""buyer"",""text"",""known"",2,1,0]"
"093f5c7b-2688-4804-84f3-47e9e3d8e44c","persuasion","seller","v27_context_repair","5.15","0.783724","[""seller"",""binary"",""hidden"",2,2,2]"
"7f771335-8b88-455d-8988-8a9a8846389f","persuasion","seller","v27_context_repair","-6.75","0.156105","[""seller"",""binary"",""hidden"",2,1,2]"
"90c805e4-10d1-4e29-b83b-5450acf511d2","persuasion","seller","v27_context_repair","-5.83","0.18885","[""seller"",""binary"",""known"",2,2,0]"
